"id","label","location","sentiment_score","followers_count"
"x1158444000","oooGGOooo","..au bout du monde..",2,94
"x1063548964136517632","AntoineLFN",":)",1,1845
"x89794633","pfoo07","::1",0,217
"x1508048198","vuzavatar","@3LCondorN3twork@mamot.fr",0,1026
"x870531039709581316","CharledFI","@charled@mamot.fr",2,1163
"x767675142","EbenYaakov","@ebenyaakoffeld@mastodon.top",-12,874
"x16628468","recriweb","@LutteOuvriere",2,9215
"x771876027907895296","copaincopain","@teddy@mstdn.io",0,278
"x1200094629686906880","hayluvyouu","| House of cards |",-1,389
"x117326532","Joes94CrimeBill","“Crossfire Hurricane”",-1,377
"x1234780689712713729","Infoflash_69","+ de 45 K utilisateurs",5,21
"x1256107459464364032","_asamory","127.0.0.1",-1,591
"x880090852365930496","LESPRESSS","Canulars et parodies",2,7949
"x440975879","MrDieng7","<U+0001F1E8><U+0001F1E6>",-2,2507
"x1224454700378087424","EliotNe66244653","<U+0001F1E8><U+0001F1E6>Canada",-1,298
"x1333528834050822147","LValait","<U+0001F1E8><U+0001F1ED> Bitsch (VS)",2,275
"x1355179716760772616","DreamOn01551786","<U+0001F1E8><U+0001F1F5>",2,7
"x1324422859364671490","Dura__lex","<U+0001F1E8><U+0001F1F5> - <U+26A0><U+FE0F> LFI / RN même danger",2,73
"x1240248679547785221","JuanAtkinsson","<U+0001F1E8><U+0001F1F5> Un jour en France",4,361
"x64190022","Bierun","<U+0001F1E9><U+0001F1EA> & <U+0001F1EB><U+0001F1F7>",2,1433
"x1062100242718515207","Al_Pacino04","<U+0001F1E9><U+0001F1FF> <U+2D63>",1,900
"x264714510","PatBoeFra","<U+0001F1EA><U+0001F1FA>",5,115
"x877858431067201536","JusteCentriste","<U+0001F1EA><U+0001F1FA><U+0001F1EA><U+0001F1FA><U+0001F1EA><U+0001F1FA><U+0001F1EA><U+0001F1FA><U+0001F1EA><U+0001F1FA><U+0001F1EA><U+0001F1FA><U+0001F1EA><U+0001F1FA>",-1,1126
"x1244033074540707840","Pettri_AgatheC","<U+0001F1EA><U+0001F1FA><U+0001F1EB><U+0001F1F7>",4,119
"x1327276903695343618","ian_glor","<U+0001F1EB><U+0001F1F7>",2,46
"x1313734587365896192","GrillonMr","Lyon <U+0001F1EB><U+0001F1F7>",4,1505
"x1022010560","stmanfr","<U+0001F1EB><U+0001F1F7> French Banana Republic",2,3007
"x313257648","jfgino","<U+0001F1EB><U+0001F1F7> Loire Atlantique",-2,3891
"x1192134324985970689","Egauthier_","<U+0001F1EB><U+0001F1F7> Paris",0,7177
"x1252522151921491969","CaptainKorsair7","<U+0001F1EB><U+0001F1F7> Rhône-Alpes",1,1089
"x7076142","marccormier","<U+0001F1EB><U+0001F1F7>.fr <U+0001F1F5><U+0001F1F2>.pm <U+0001F1E8><U+0001F1E6>.ca",9,2347
"x462075016","CecileHurry","<U+0001F1EB><U+0001F1F7><U+0001F1FA><U+0001F1F8>",0,101
"x1066759357688356864","BopeaLouis","<U+0001F1EB><U+0001F1F7>Castenau le Lez 34170",2,7426
"x2912832647","desideriale","<U+0001F1EB><U+0001F1F7>MLP2022: STOP MIGRANTS<U+0001F1E8><U+0001F1F5>",-2,2561
"x2473824570","SOULFUNKRNB","<U+0001F1EC><U+0001F1E7>",1,685
"x1156369461118742528","nouvellesHK","<U+0001F1ED><U+0001F1F0> <U+9999><U+6E2F> Hong Kong",4,2450
"x1202471854541283329","batjewgirl","<U+0001F1EE><U+0001F1F1> M-3 insh'alyah",3,370
"x1543351291","quelquonque1","<U+0001F1F0><U+0001F1FC> <U+0625><U+0645><U+0627><U+0631><U+0629> <U+0627><U+0644><U+0643><U+0648><U+064A><U+062A>",4,4755
"x757185293858574336","Yaman_GoneLB","<U+0001F1F1><U+0001F1E7><U+0001F1F2><U+0001F1EB>",4,4656
"x346313634","krim0_1467","<U+0001F1F2><U+0001F1F1>",5,2659
"x1289741446166216704","isabell19467036","<U+0001F1F2><U+0001F1F6>Xll",3,81
"x1613953032","snbkhl","<U+0001F1F5><U+0001F1F8>",1,1395
"x67690947","ONUinfo","<U+0001F1FA><U+0001F1F3>",0,133289
"x2160595452","StopTerrorisme","<U+0001F30D>",5,495
"x197148164","ornikkar","<U+0001F30D>",1,48052
"x1223031775","Gougarangios","<U+0001F30D>",-1,35
"x1325390465752043521","CovidActu","<U+0001F30D> CH/FR/US",2,96
"x770638577520799745","Senshi2016","<U+0001F30E>",-1,85
"x392949524","domsupportlLyon","<U+0001F30E>avec terriens compliqués",-1,116
"x68522976","jabial","<U+6CD5><U+56FD>",2,3691
"x472406506","canbetheonlyone","<U+0001F31E>",-3,15
"x1241658090216439813","perrin_nini","<U+0001F3DD><U+FE0F>",3,442
"x738360545309515776","stroumph_","<U+0001F3E1>",-1,434
"x1289160875278991361","Nazuuuu04","<U+0001F3F3><U+FE0F><U+200D><U+0001F308>",2,47
"x724526316477784065","max_au3","<U+0001F3F3><U+FE0F><U+200D><U+0001F308> Grrr~",-7,87
"x307356822","adalmieres","<U+0001F410>",-2,521
"x55572666","cetypeestfou","<U+0001F47D><U+0001F63C>",2,856
"x340325506","aymenalitaleb","<U+0001F499>",7,145
"x994707743390027776","SylviaM2410","<U+0001F4CD>Toulouse <U+0001F310>",0,309
"x1067909929686769667","leilasdt_of","<U+0001F4CD>VIENS DM",-3,901
"x855755029650829312","Arcanah3","<U+0001F517>@Arcanah@mamot.fr<U+270C>",0,2314
"x1301338588823552000","Pascal_C44","<U+0001F530> Nantes <U+0001F1E8><U+0001F1F5>",1,422
"x800437561357258753","PasRodique","<U+0001F648><U+0001F649><U+0001F64A>",4,3023
"x1362457699494068246","Hey_Keyyyy","<U+0001F6F6> pour .... ?",4,11
"x1190938773867106305","Supermigo1","<U+0001F968><U+0001F1E8><U+0001F1F5><U+0001F1F5><U+0001F1F9><U+0001F37A><U+0001F1EA><U+0001F1E6><U+0001F1E9><U+0001F1EA>",0,97
"x1176274082570088452","dejamenpaz_2","<U+0001F9A6>",4,72
"x1134201702238883845","RBoudjeriou","<U+0001FA94>",2,377
"x819297379954343936","KPA______","<U+0410><U+0425><U+041C><U+0410><U+0422> <U+042E><U+0420><U+0422>",5,115
"x1155744659613859841","SeverinZhang","<U+0412><U+043B><U+0430><U+0434><U+0438><U+0432><U+043E><U+0441><U+0442><U+043E>´<U+043A>, Russia",-1,115
"x1354006651381100546","FABRIC09757247","<U+0412><U+043B><U+0430><U+0434><U+0438><U+0432><U+043E><U+0441><U+0442><U+043E><U+043A>, <U+0420><U+043E><U+0441><U+0441><U+0438><U+044F>",4,84
"x296730312","very_alex","<U+041C><U+043E><U+0441><U+043A><U+0432><U+0430>",0,7550
"x370682507","sachamoule","<U+0421><U+0442><U+0440><U+0430><U+0441><U+0431><U+0443><U+0440><U+0433>",3,12161
"x1946626159","AvenirRoyal","<U+042F>oyaume Ch<U+044F>étien de F<U+044F>ance",-1,1152
"x991569300598206464","auvigneezran","<U+05D0><U+05E4><U+05E8><U+05EA><U+05D4>",-5,113
"x1347307652842459144","ari_tehelet","<U+05D0><U+05E8><U+05E5> <U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",-3,44
"x955539308856954880","CoolZionist","<U+05D9><U+05E8><U+05D5><U+05E9><U+05DC><U+05D9><U+05DD> <U+2764><U+FE0F><U+0001F1EE><U+0001F1F1>",2,3666
"x290727623","michael_a15","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",6,4708
"x745863259375435777","lemonde_coil","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",16,399
"x162710930","Isramagazine","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",3,530
"x245881358","mickyattal","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",2,1739
"x356957041","ESTEBUENOSTUDIO","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",2,4984
"x2886936778","ManseEverard","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>",0,3081
"x776777096","Noabetsabee","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC> <U+05EA><U+05DC> <U+05D0><U+05D1><U+05D9><U+05D1>",4,263
"x466259064","abouokba1","<U+0627><U+0644><U+062C><U+0632><U+0627><U+0626><U+0631>",5,70
"x917047422496444418","Desert7110","<U+0627><U+0644><U+0645><U+0627><U+0644><U+062F><U+064A><U+0641>",2,69
"x47610756","BabaBoolos","<U+062A><U+0648><U+0646><U+0633>",0,1364
"x54860715","cramTeXeD","<U+222D><U+03C8> (t).dx.dy.dz = 1",1,134
"x1160855989740064769","AmourxJoie","<U+2606> In Orion's galaxy <U+2606>",1,208
"x125401949","mesange04","<U+269C><U+FE0F>",7,1536
"x761215652531056641","DaMcLuv","<U+271E>",0,340
"x48614245","K00Ls","<U+2721> Israël <U+2721>",-1,3230
"x2944916679","c2_co2","<U+2728><U+2728><U+2728><U+0001F30D><U+2728><U+2728><U+2728><U+2600><U+FE0F><U+2728><U+2728><U+2728><U+0001F312><U+2728><U+2728><U+2728><U+0001F387>",1,1231
"x816369826780286977","Retroo_o","<U+2744><U+FE0F>",1,1360
"x131591804","_JaxTeller","<U+2D37><U+2D63><U+2D30><U+2D62><U+2D3B><U+2D54>",2,112
"x1062374360118448128","GreenWalker92","<U+308A><U+3057><U+308C><U+4F9B><U+3055><U+5C0F>",1,826
"x2428551044","OctavioVincenzo","<U+5317><U+4EAC>, <U+4E2D><U+534E><U+4EBA><U+6C11><U+5171><U+548C><U+56FD>",5,375
"x1336983512700825601","Vlfree7","<U+5343><U+8449> <U+5E02><U+539F><U+5E02>",-1,130
"x1134718182445539329","J8Fs8","<U+5DF4><U+9ECE><U+7B2C><U+4E94><U+7EF4><U+5EA6>/ YurikoLeLong<U+8BD7><U+4EBA><U+827A><U+672F>/<U+4F5C><U+5BB6>",1,2246
"x737649304102273030","ChibiLuc42","<U+65E5><U+672C> - Kansai",2,410
"x1707021900","kalelecigs","<U+65E5><U+672C> <U+6771><U+4EAC>",1,424
"x768747553","MiyazakiNobuyu","<U+6771><U+4EAC> <U+5317><U+533A>",0,1077
"x3586350203","latnsa47","<U+79C1><U+306B><U+5F93><U+3063><U+3066><U+304F><U+3060><U+3055><U+3044>",1,239
"x52691735","encoreedusud","<U+B300><U+D55C><U+BBFC><U+AD6D> <U+C11C><U+C6B8>",3,5590
"x95427825","chdauriac","« Fraus omnia corrumpit» RTBF",4,7150
"x46315077","ElianaBenador","©ElianaBenador",1,62805
"x363648233","spiaka","• TOUCHE PAS À MON CRAYON !! •",3,89
"x812237922128760832","Vontobel_SP_FR","0 800 911 322",7,110
"x102013970","AlexArchambault","0:0:0:0:0:0:0:1",1,10479
"x3378549633","The_Jester_Fr","06",2,1374
"x713098605553434624","criscrismai68","06, France",0,744
"x783382996841824256","Shelegshemech3","06110 le Cannet",-8,314
"x1350549673652727809","TontonPat7","06220",1,40
"x2977733933","sympart","1/4 sud est",1,139
"x392267100","PotardDechaine","12 Jacob Von Hogflume Rd, Londinium",4,4066
"x1148626278972571649","SpeeCharline","Lyon, France",10,148
"x2239326774","bazar2geek","127.0.0.1",0,215
"x78034946","brunobeaufils","127.0.0.1",0,495
"x805850378558468096","j4rj4r_new","127.0.0.1",0,1601
"x827590777098346496","cunegonde1944","13",1,1384
"x833669307833921537","jipoulou59","13",-6,7185
"x1032763561314078720","_rny19","13(009)",1,58
"x1082045367905148935","FaucherGuylaine","13380",3,11
"x901390583457087488","LaSFGG","135 avenue de Wagram, 75017 Paris",2,2418
"x1195784990803550209","Lafontainelili1","14 M AL du pont hyperbolique",-1,50
"x2557432836","1s44c1","17, France",1,66
"x1277184916485279745","Joeste","2  3  7",3,340
"x1103709188298076162","AlternativeUbo","20 rue Duquesne 29 200 Brest",-1,196
"x716630421598040065","Vicval182505","22 Acacia Avenue, 666 Avalon",2,2761
"x417524720","mflalonde","255 Centrum blvd. 613-834-1800",0,8318
"x338527714","Lo27C","27",4,1118
"x1347230967782658055","kerdouloc","29N & 29S  #PennArBed  #Breizh",-1,338
"x392768819","Mich33bm","33",3,2915
"x18047295","Anencephale","34 ans - elle/é·e",3,1448
"x1068931677416755205","blondel_gilles","34 Montpellier",-1,590
"x95993548","kdjdz","36°26'56.5""N, 4°13'40.7""E",1,13881
"x1350102870","DESCLOUX3","37520 LA RICHE",-4,149
"x461609598","arboriginal","3e planète après le soleil",-5,34
"x835455418554003456","Bluemushroom44","3éme étage, porte de droite",8,230
"x817588092","tamalou44","44",-2,63
"x1058776394832977923","RajanePier","44 (BRETAGNE )Brière",1,634
"x3431297465","dom2419","44 Saint-Nazaire - 87 Solignac",0,7081
"x18669635","cedriclopez","45.884463,4.860146",3,233
"x887689333","choupete450","450",6,1708
"x1098512224375762944","Paysan473","47",-1,1304
"x19477255","nicolaslegland","48°51'35N, 2°20'41E",5,2603
"x73627885","chinhdangvu","49.272629,-0.257865",0,173
"x455758685","PiR2_BA","50° 02' 35<U+2033> N, 3° 37' 57<U+2033> E",-2,2340
"x1357841395390816256","akadami54","54140",15,3
"x2815916728","poxxk","55, rue du Fbg-Saint-Honoré",6,9690
"x892615394","gilco56","56890 plescop",2,1288
"x463221500","Floflo62_wp","59/62",-3,228
"x220705064","pitchounet2","59000 Lille",1,1353
"x490300042","HeilleChose","5D Gaia",0,2278
"x901798122","MairieCrepy","60800, Oise, Picardie, France",6,1321
"x73212401","Labourde_","65.764408,-168.991538",-1,94
"x598157014","Planetes360","66 avenue des Champs Elysées",2,16890
"x1317464304514441216","cl_hoer","67 BAS-RHIN,FRANCE",1,626
"x1359088416755957760","64Mgen","68 Avenue de Bayonne ANGLET",0,26
"x1281977827097825281","ArcadyIvanovit1","69 deux i",1,133
"x1354783005936594946","Maka_692","69 la trik",6,81
"x1279114128477519872","TFilastin","69120 vaulx - en - velin",-3,684
"x1325554507753943042","FrWeasel","74",5,1197
"x1071304845125173249","Sebasti29415384","74000",-7,15
"x1522950044","pilounettes","75 et souvent 83<U+0001F493>",-4,1308
"x353566756","DamienDole","75013/ex-91-QLF",9,8532
"x400658414","deLacroixVincen","75020",-4,799
"x722515663512805377","isa_beuch76","76",-3,11
"x1145071038","LHibernet","76600 LE HAVRE",2,85
"x302496843","biltouxette","78",3,59
"x185166718","Pingooo78","78",0,288
"x480805117","ElisabethAcas","78 et 06",4,3354
"x2179968639","xsungie","78 rbt",1,1751
"x15311624","bdom87bdom","7850",0,40
"x300502571","AILLEURS1VIENNE","8 rue calixte 2 38200 vienne",-2,173
"x1314715851908620289","Clicdeplume","83,1028788, -32,4062200",0,392
"x362415259","rom1gre","8FQ75P00+ (Grenoble, FR)",5,1102
"x575486783","antoinegavoille","90",3,639
"x2635004164","EstebanG54","91's",-1,757
"x147697271","Philippe_Gault","92 et 85c",-2,5401
"x476044661","telexki","92, France",1,67
"x161250671","SeineOuest","92100",2,698
"x2815502718","LE_SML","92240 MALAKOFF",1,3282
"x1295727079","senorfidel","93",2,1011
"x1032572778","Chatmania_misty","93 (Absurdistan)",1,4068
"x1278344724206817285","qlf64784226","93 empire",1,55
"x36383320","franceculture","93.5 à Parispp",1,748928
"x725703709603323905","Tranber94","94»34»81»31»92»81»31»34",2,553
"x729414744","jcn95290","95270",5,2290
"x216064853","sebastienOM59","à 965 km du vélodrome :(",-2,1776
"x1145193191496454149","WakeUpHumanLOVE","A BETTER PLACE",8,81
"x299064766","CitoyenAERG","À côté de ses pompes",2,211
"x158890106","Mini_Applee","à droite",1,797
"x2884900690","akim66024","à géométrie variable",3,338
"x1268497438685487104","Romanzissimo","Paris, France",0,198
"x2268792535","__Idiotix__","A l'ouest",-1,422
"x210749911","Deer174229","à l'ouest",11,2030
"x813144856117776384","CIndigne","à l'ouest",2,1076
"x3240028961","Cl_Worlds","À l'Ouest",2,2912
"x2197407913","ClyneB33","A l'ouest !!",0,815
"x742828383197859840","LaToune56","A l’Ouest",2,101
"x2506450623","Loaucarre_","À la BU",1,302
"x4228693758","thourist","A la Plage",1,50
"x2961784235","gioalbarosa","A passo spedito",1,1851
"x1276841634","MichCorto","A proximité des Fous du Puy",1,624
"x168799976","TheWonderinGirl","a step apart",1,114
"x4220852661","Leleuolivier80","Abbeville, France",0,519
"x572634394","AbdelSamhat","Abidjan",4,21
"x557185452","ab_esso_bak","abidjan côte d'ivôire",3,56
"x3208003768","FadyDiabagate","Abidjan,Riviera Genie 2000",5,306
"x54683814","lafauteaufoot","Aboard the Rocinante",6,274
"x455559871","credit_spreads","above the icloud.....",9,159
"x933023690","borcasaz","Absurdistan",1,103
"x1232952203280822272","rauquelee","Absurdistan",1,263
"x1025197435","LeBobophobe","Absurdistan",0,2371
"x1306207617279291394","ALPHA00000007","ABSURDISTAN",6,12
"x1249059870013296640","Frg05815731","Absurdistan <U+0001F1EB><U+0001F1F7>",1,715
"x1350407872992174080","sheldon49985446","Absurdistan Autoritaire",2,59
"x1352324733669404674","24_gogol","ABSURDISTAN EN MACRONIE",3,12
"x1245019101338251264","celbras1","Absurdistant",5,39
"x731844394656137216","calamity_lyme","Au pays du Lymelong",-2,664
"x801006783737303040","SakumiBLR","Across Europe",0,1097
"x1100840274136363009","denis_perreault","AdolpheD'Howard & Montréal/Qc",6,1637
"x219788307","FauteuilColbert","Adorateur de Single Malt",0,6593
"x1252181732939444224","CatVenise","Afghanistan",-4,318
"x2305181856","newsafricanow","Africa",2,1106
"x118690093","lghezouani","Africa",2,5119
"x1300211040702038018","BuzzAfrik","Africa",1,92
"x3402412635","ADFmagazine","Africa",1,1105
"x1725890390","lsiafrica","Afrique-Monde",1,38240
"x853897339702038528","JEMINFORMETV","Afrique - Europe",0,297
"x765598073930252288","EricAdamtet","Afrique /IDF/",-2,42
"x66553045","Koaci","Afrique Africa",0,160045
"x1249254661435150336","PatriceEdgard","Afrique Ancestrale",-11,2918
"x90245111","jeandionis","Agen",0,6221
"x738746278281089024","petitbleuagen","Agen, France",4,3679
"x247327171","unmondextra","Agen, France",-1,762
"x4835321073","clem_garin","Agen, France",1,5267
"x1317034336529666048","lobsdufutur","Agen, France",0,146
"x547864562","_TheJack34","Agen, France",0,1412
"x454772841","AggloAgen","Agen, Lot-et-Garonne",2,2758
"x4816803328","Kdigbandjoa","Agouè, Lomé, Maritime, TOGO",2,209
"x983330663570071553","alain_vilard","AHP, France",1,1666
"x3401593167","MelimeloDu06","ailleurs",1,92
"x1322393514","elisahk92","Ailleurs",-1,14783
"x1049017054551060480","NoiresAiles","Ailleurs",-6,1073
"x827773968","SansLesAutres","Ailleurs que sur twitter",1,90
"x51197024","samsenx","Ain",-2,1231
"x2292357787","Prefet02","Aisne",1,6955
"x46127230","UnionArdennais","Aisne / Ardennes / Marne",3,62060
"x454683566","shooby02470","Aisne, Picardie",3,431
"x990832065649274880","LeBigoude","Aisne, Picardie",1,161
"x1071489748517167104","L_REALISTY02","Aisne, Picardie",-19,2
"x853664678328901633","DL_Seiler","Aix-en-Provence, France",5,212
"x2552129365","KetchupMayol","Aix-en-Provence, France",3,1449
"x1470853518","MichelBitller","Aix-en-Provence, France",2,19
"x954331560525918208","EIP_MaRetraite","Aix-en-Provence, France",2,454
"x962421511016665089","TWITERwithoutME","Aix-en-Provence, France",1,81
"x299224851","UnSisyphe","Aix-en-Provence, France",1,3325
"x984060749067751424","Barbusceptique","Aix-en-Provence, France",1,5473
"x22453405","homme_de_lombr","Aix-en-Provence, France",0,25
"x1266265440499556353","JulietteEtVous2","Aix-en-Provence, France",0,2457
"x14100759","samgoeta","Aix-en-Provence, France",0,3871
"x742445778","titeuf73100","aix-les-bains",4,521
"x757310558756626432","docmaximm","Aix-les-Bains, France",1,303
"x1222853072902348800","Sinclair131","Aix en Provence",6,830
"x2559464335","fpbusiness84","AIX EN PROVENCE",2,90
"x2827133704","VirginieDelMo","Aix en Provence - FRANCE",-2,9554
"x1536019261","En_TerreHappy","Aix en Provence, France",4,1660
"x91224488","scanelio","aix les bains",-2,898
"x1342544423490637824","Augusti69584302","Ajaccio",1,37
"x1448140824","MmhlLaurent","Ajaccio,",-1,93
"x1071686498","dacinka2A","Ajaccio, CORSE",1,1069
"x1321811336268025857","FrancaisGaulois","Ajaccio, France",3,8
"x85036572","freeman2a","Ajaccio, France",1,27
"x1066014633818054657","CaruluP","Ajaccio, France",1,271
"x776392197960790017","BucchiniC","Ajaccio, France",1,1027
"x1191716035956805632","AlainMilaR","Al costat de la gent <U+0001F1EA><U+0001F1F8> #VNG",-3,1029
"x806642240781221890","realrambogotier","Alabama",-1,219
"x167811737","Kroniqueur","Alaska, USA",-2,1245
"x365661272","icialberta","Alberta",1,2617
"x962791483400212481","KantBZH","Alcoolik Lorientis Park",-1,666
"x2253633338","SDTech_Groupe","Alès, France",3,5162
"x2327782830","finessssss","Alésia France",2,76
"x977818573","albeauvaischiva","Alexandre Beauvais-Chiva",3,88703
"x940699370114121728","inter_lignes","Alg",3,10053
"x781894714157109253","Benidome63","Alger",4,22
"x359141492","OMehdi88","Alger",2,1021
"x701001861655040006","DIALGERIE1","Alger",-3,5236
"x2253293976","LamineZellag","ALGER",-4,12770
"x65346514","donamine","alger algerie",1,10
"x309238766","michellechappui","Alger, Bordeaux, Haute-Savoie",2,3128
"x270945083","riehoZ","Algeria",3,196
"x313603277","abelaghit","ALGERIA",7,528
"x525497996","Lamsior","Algérie",2,264
"x203879413","TSAlgerie","Algérie",2,1212824
"x918018536471171072","algerie_eco","Algérie",2,2450
"x1121053295165038593","BekaAbdelkader","Algérie",0,27
"x622677158","Nbentchikou_","Algérie",0,1189
"x2572578325","AhmedOust","Algérie""photo de profil 2020""",1,187
"x812031413537095681","ChafiBen1","Algérie, Oran",-1,36
"x4157745797","Shahmidjeyahoo1","Algiers",1,40
"x3342829671","Nephemia","Algiers, North Africa, Africa",1,88
"x839137551034220544","YacineAttia4","Algiers/Algeria",1,10
"x555348031","autrement_votre","All around the <U+0001F30F><U+0001F30D><U+0001F30E>.",2,3380
"x1277561441239924736","PresidentLebon","All Around the World!",0,16
"x1273945888931688448","UaeMarksman","All Fiscal Paradises",0,18
"x1556105180","pauvreencolere","all in the World/WWW",1,3426
"x1143141958866657283","KoumedjroK","Allemagne",3,16
"x1294149379335520257","DoucePatrie","Allemagne",-5,1637
"x3345760828","GGoulaink","Allemagne",4,1140
"x1354469114933338113","royen_paul","Allenjoi 25490 France",-1,6
"x1310588676511092736","ChristineGahery","Allier, Auvergne",3,99
"x1667429102","ganay03","Allier, Auvergne",-3,7
"x563773712","MartinedesM","Alma, Lac-Saint-Jean",6,46
"x1580201064","LaProvenceAlpes","Alpes",0,4116
"x4805861662","espritzetetique","Alpes-de-Haute-Provence, Prove",5,41
"x1359979752149442561","LallemandPhili3","Alpes-Maritimes",2,9
"x881970740","AUDREY_DOC06","Alpes-Maritimes",0,235
"x590079331","pyocyanique","Alpes-Maritimes",0,155
"x2267458148","Flo006480","Alpes-Maritimes",-2,70
"x2230181242","06drm","Alpes-Maritimes, PACA",1,653
"x988735644","urbany73","Alpes-Maritimes, Provence-Alpe",0,493
"x709804752058654720","faquin06","Alpes-Maritimes, Provence-Alpe",1,2444
"x2172898651","yokko_mars","Alpes-Maritimes, Provence-Alpe",0,66
"x3134698897","Marco_twiiitt","Alpes-Maritimes, Provence-Alpe",-1,34
"x1363904617","Antoine0667Best","Alpes Maritimes",2,273
"x1327180311449497600","FB_paradigme","Alpes Maritimes / Paris",0,10
"x3241162661","Le_Phylax","Alpha du centaure",0,28
"x981093731096023040","MurruMaryam","Alpi Marittime",2,201
"x75125304","tdancette","Alps",4,1351
"x229915107","Chris_Rlyeh","Alsace",2,611
"x102313769","sigma_me","Alsace",1,644
"x191354564","flaurent67","Alsace",1,651
"x1133742624282730496","Pearl45175632","Alsace  France",-2,368
"x2989502907","TG67210","Alsace France",33,4841
"x2622006255","CorvusAvocatus","Alsace, California",2,4292
"x920013860471439360","Zeural","Alsace, France",7,59
"x31432523","lalsace","Alsace, France",4,98434
"x4644980200","Mercure67","Alsace, France",2,44
"x416934358","Steffybay","Alsace, France",2,50
"x151451521","baptx","Alsace, France",1,424
"x1336031122002751488","ZOrganza","Alsace, France",-1,40
"x438725143","angiosa","Alsace, France",-1,57
"x1251440617739235328","AmaneAmale","Alsace, France",-6,81
"x196236444","liojun22","Alsace, France, Europe",0,580
"x1146790522469720064","TedeschiMarie1","AlsaceLorraine",1,984
"x924631282277068800","FGrig67","Alsatia",2,69
"x1060121813664055296","VilleAltkirch","Altkirch, France",1,192
"x1098174458987233285","DbMaryline","Amadore, Portugal",-2,920
"x866248844794875904","Eric_Lecomte_","Amay, Belgique",6,166
"x3234366573","agnesr_idel","Ambarès-et-Lagrave, France",0,54
"x318244082","fwilmart","Ambleny, France",1,91
