"id","label","location","sentiment_score","followers_count"
"x1260416074979385344","PeterBradleyCDN","Montréal, Québec",5,1
"x271950715","rufagari","Montréal, Québec",5,1704
"x2242940071","pablorodriguez","Montréal, Québec",18,13510
"x1006745179","Jean__Emard","Montréal, Québec",4,6520
"x499691658","AnneGuinot","Montréal, Québec",3,31
"x859715701275328512","Tribunal_infaux","Montréal, Québec",3,34
"x1311983694","Yelsnevir","Montréal, Québec",3,127
"x1346920000477556739","sunfunsu25","Montréal, Québec",3,147
"x234544107","benoitm_mtl","Montréal, Québec",6,236
"x3432290207","IsabelleVedel","Montréal, Québec",3,224
"x2186703210","DanielDrapeau07","Montréal, Québec",3,615
"x233199897","mtlbentessier","Montréal, Québec",3,785
"x2896823169","MagnanVmagnan","Montréal, Québec",3,789
"x291878014","syldube47","Montréal, Québec",6,4422
"x1618614385","JonNuggets","Montréal, Québec",3,5313
"x17373938","la_lesaffaires","Montreal, Quebec, Canada",3,48739
"x28057609","2green","Montreal, Québec, Canada",3,467
"x31016249","JdeMontreal","Montréal, Québec, Canada",16,234451
"x10681662","LP_LaPresse","Montréal, Québec, Canada",10,741777
"x454835826","DrEvilOff","Moon base",3,61
"x1365230282","YCannelle","Morbihan, Bretagne",3,1500
"x811364609466605568","GaryGareGare","Morschwiller-le-Bas, France",3,445
"x1085297431825342464","me_guill","Moscou, Russie",4,334
"x217445171","Willigse","Moselle",5,1088
"x887670056859176962","FassTechFR","Moselle, Lorraine - France",3,897
"x17886043","plugpress","Mouvaux, France",3,1561
"x1249406155534659584","T_M_MARS","MRS",4,1357
"x1284411808883892224","AzinMacaran","Multiculturalistan",3,2012
"x529499961","Ludovic_Subran","Munich, Bavière",4,10024
"x3200897686","Ginola305","Munich, Bavière",6,85
"x7040572","D62","Nagoya, Japan",3,239
"x871409320226902016","boris_lml_","Nancy",4,100
"x421746898","Onparlevrai","Nancy",4,830
"x256621738","perlici1","Nancy - France",3,5496
"x233682905","Aboufares1978","Nancy, France",17,15
"x948605065","Nouss16","Nancy, France",4,244
"x1349643260558503936","Med54500","Nancy, France",3,10
"x3319309847","BlackBLeSeul","Nancy, France",3,58
"x1137203850740469761","ArnaudNesBis","Nancy, France",3,291
"x902604079834292225","ArtNil007","Nantes",5,2
"x42358454","Fraslin","Nantes",76,17033
"x3370511452","carn_joel","Nantes et Antananarivo",6,2326
"x1532005447","Nathanael_MD","Nantes, France",10,87
"x1236344201337614336","h23_fr","Nantes, France",4,57
"x826993689981493251","Belial_spirit","Nantes, France",6,302
"x1093221160244920320","FourageBernard","Nantes, France",3,3299
"x342575758","_ThisIsSparta_","Nantes, France",3,3700
"x865283610","ChLeDoare","Nantes, France",3,5263
"x191157797","nakryumyt","Nar Shaddaa",6,1000
"x212598221","Silence_Action","Nation dysfonctionelle française",8,3622
"x145578184","FrostyZZZ","Near Grenoble, France",3,67
"x123019791","benoitclouet","Near Paris, France",4,60
"x544547863","MirjamBerkelder","Nederland",3,647
"x2189870490","Nibor_Tolum","Neuchâtel",11,3310
"x761172992911142912","EPSVilleEvrard","Neuilly-sur-Marne, France",4,1241
"x50295836","pkarsenty","Neuilly-sur-Seine, France",4,1561
"x914962323454009349","Bonneau45380176","Neuville-de-Poitou, France",3,84
"x711959373728374785","GentricMarie","New York, USA",14,2907
"x75997923","VdeGraffenried","New York, USA",3,4041
"x301618194","arnaud1966","nice",3,78
"x1005867944566456322","DeboutJean","Nice",8,477
"x527334635","MonaCoCo67","Nice",5,1128
"x1022296842","hervecael","Nice",3,5765
"x49923073","Nice_Matin","Nice",3,212904
"x860589310462107648","floguiz1","nice 06",3,952
"x4538696176","michedici","Nice Europe",5,2953
"x987008035628507137","brique83","Nice, France",5,329
"x607066785","lfgpro","Nice, France",3,17
"x3401507746","CrepinMael","Nice, France",3,421
"x1061189184369713152","PierreM19180shz","Nice, France",3,1535
"x1065642654967496704","mathieu_lapeche","Nice, France",3,1572
"x1266300047055978501","ArthurTezlat","Nîmes, France",3,417
"x761174481817726977","CBoumTV","Niort, France",9,141
"x1015736412","Patricia_Durand","Nogent-sur-Seine, France",4,562
"x1240746376251805698","karikam8","Noisy-le-Grand, France",3,9
"x3226828311","rosl_l","Nomade dans l'âme",3,468
"x54740760","Looping_","Non fides, non spes, scientia",8,2799
"x17364400","lavoixdunord","Nord - Pas-de-Calais",3,338348
"x1048596068383035393","biolib59","Nord, Nord-Pas-de-Calais",5,483
"x120168581","nicbetren","Normandie",3,415
"x1206878800228864000","Alf_loves_cats","North Pole, AK",4,11
"x969261284129611776","ICIGrandNord","Northwest Territories, Canada",3,219
"x1482154890","RIBETTAR","Nouakchott- Mauritanie",3,7675
"x80692187","lncnc","Noumea",3,21409
"x742062607562117120","rosohlen97","Nouméa",3,15
"x4272816553","BobyCoiffard","Nouméa/Oyonnax",3,21
"x758795473872297984","lncnc_monde","Nouvelle-Calédonie",3,945
"x2971320009","Guerin70910553","Nouvelle Aquitaine",3,57
"x220323417","Lara__BO","Nouvelle Aquitaine",3,2473
"x1273203972430606337","AnubisBack","Now",4,28
"x1277562489882980352","linval59","Nulle part",17,2812
"x888610905864491008","PERICLES2ZEN","NYC, U.S. +PARIS, FRANCE",3,4772
"x480418245","AnitaOakville","Oakville, Ontario",7,11506
"x967126836764430337","WolfOccitania","Occitanie",8,89
"x804354860346908677","gblaize31","Occitanie",3,1448
"x1311777393724600320","phweb64","Oeyreluy, France",4,1
"x97292852","jacquesbonte","Oise, Picardie",5,556
"x631138646","ONfr_TFO","Ontario, Canada",3,7257
"x1191038190766960641","Freezorex","Orlando, FL",3,732
"x1095751664735277061","Varume1","Orléans, France",6,28
"x3978246827","clem43774","Orléans, France",3,321
"x571205721","zebulonite","Orwellie septentrionale",4,2275
"x112404403","gronemocom","Osaka, Japon",7,5514
"x221379735","elatraverse","Ottawa",7,66490
"x17931988","melmarquis","Ottawa",3,4743
"x131317692","LeDroitca","Ottawa-Gatineau",13,28120
"x27943431","ottawaville","Ottawa, Canada",3,5515
"x17147864","kimleclerc","Ottawa, Ontario",4,2099
"x223969113","denisdesilets","Otterburn Park",3,83
"x65612337","Dieuson1","Ouagadougou, Burkina Faso",3,15674
"x352488778","Amlil71","Oued Amlil  <U+0001F1F2><U+0001F1E6> - Lyon",3,1173
"x1486413380","InfoAeroQuebec","Outremont, Québec",3,1527
"x1339508645562822657","SProut_is_Back","PACA",5,544
"x1351968711884894209","miz_teur","PACA",3,0
"x305236256","escartefigue51","Pampérigouste",3,672
"x922031420796751872","bergers_rene1","Panama",3,7
"x1323124038","dingologue","Paname",3,1544
"x3254698853","vincevlo","Pantin, France",3,1106
"x14260960","JustinTrudeau","Papineau",3,5583833
"x1328090722575273985","PierreFeuille16","Par  la terre et la mer !",3,63
"x1279886941517942786","LALLIERNathali1","Paray-Vieille-Poste, France",3,113
"x573084578","ugodiluca","Parigi Parigi + #FVG",12,161
"x2199986520","NEHT1","paris",6,25
"x1001701110","paulfranckthink","paris",6,555
"x117874694","jobenchetrit","paris",5,937
"x72516079","ActusNonStop","paris",33,40937
"x341149196","DustBin00","paris",3,262
"x82909666","a_bellanger","paris",3,9916
"x981820619187802113","daniel_corcos","Paris",14,383
"x581833488","Guirim","Paris",7,32
"x565438167","NgangaKil","Paris",7,81
"x599487728","PierreLoyce","Paris",7,840
"x92564226","LesEchos","Paris",45,1277240
"x591736711","ktrinsenez","Paris",9,58
"x1280105226","jtenahe_f","Paris",6,663
"x2826526470","EchiquierSocial","Paris",13,951
"x487928002","RaphaelleBacque","Paris",6,188804
"x83864876","courrierinter","Paris",14,332602
"x83625105","Stivoff","Paris",5,27
"x1887171834","louvolkova","Paris",5,99
"x102969147","LeiR3aG","Paris",8,108
"x394085744","Peronelle1","Paris",5,274
"x255577343","soemlive","Paris",5,786
"x562091703","LN_Xavier","Paris",5,1039
"x496980756","LZagorac","Paris",10,1532
"x565511859","ABrandNewJo","Paris",5,2782
"x167671426","thierryherrant","Paris",9,8014
"x549220611","CarlosMorenoFr","Paris",8,15755
"x34867057","franceinter","Paris",8,1613761
"x19976004","Mediapart","Paris",8,2723569
"x24744541","lemondefr","Paris",16,9202531
"x861225398","luludubendo","Paris",4,41
"x1234168100213469184","Fleur23089","Paris",10,45
"x119452957","brohee","Paris",4,138
"x95436912","tbernard1979","Paris",7,291
"x247913275","NahrjonB","Paris",4,417
"x1335991308","URPSMKIDF","Paris",4,743
"x2835500362","mariottenicolas","Paris",4,1006
"x465627780","esanumFrance","Paris",4,1027
"x152716060","guypgoldstein","Paris",4,1084
"x523057275","p_galipon","Paris",4,1215
"x50832932","psoull","Paris",10,1228
"x121791582","rozieres","Paris",7,2440
"x905769986668548097","RaderSerge","Paris",7,2757
"x380487157","kalydeoo","Paris",4,13743
"x17198997","koztoujours","Paris",4,22092
"x193579986","GuillaumeRozier","Paris",4,49501
"x78957336","france_soir","Paris",7,56237
"x357412940","franceinfoplus","Paris",10,349139
"x338985020","afpfr","Paris",15,3635400
"x10791272","graindesable","Paris",3,14
"x46238776","yass9000","Paris",3,35
"x945609422486884352","Go87676206","Paris",3,41
"x26830576","Greeschka","Paris",3,45
"x402383298","BillardVincent","Paris",3,48
"x301584495","avocature","Paris",3,83
"x1301858857094967296","tregomain_de","Paris",3,89
"x1413384816","MarceParisLima","Paris",3,90
"x1296478273162051586","TetedeParigot","Paris",3,112
"x125656058","Matekezman88","Paris",3,147
"x4248518919","VaineEcriteuse","Paris",6,164
"x121371034","alainpiriou","Paris",3,429
"x3769323263","LucSpighel","Paris",3,512
"x490628521","s_milstayn","Paris",3,525
"x631664880","MaxDelvallee","Paris",6,559
"x1260667746","babonnay","Paris",3,624
"x102800117","GauBerna","Paris",3,651
"x21338872","Volodia11","Paris",3,769
"x58070325","Dunwael","Paris",3,786
"x44116507","hassidout","Paris",3,924
"x250843319","faligbadamassi","Paris",3,1026
"x371324694","AlineBessis","Paris",3,1037
"x82287861","r_moreaux","Paris",3,1047
"x566326691","DinoZorn","Paris",3,1103
"x116258374","EnriqueMoreira","Paris",6,1327
"x117193557","Humaginaire","Paris",6,1606
"x200268103","sdaziano","Paris",3,1838
"x16433437","Pierre_Vallet","Paris",3,2146
"x374553285","EchosMonde","Paris",3,2146
"x256139711","MedscapeFrance","Paris",3,2422
"x26505421","irenedelse","Paris",3,2493
"x878241220874653697","Vestige_du_jour","Paris",3,2782
"x1122434923","lavieestmeg","Paris",3,3019
"x439711432","RauxJF","Paris",3,3562
"x2883875277","Actualite24FR","Paris",6,3604
"x184914951","dbelaid","Paris",3,3694
"x15834251","voltageofficiel","Paris",3,4155
"x147298480","LenaLutaud","Paris",3,4229
"x26467557","orangenewsfr","Paris",6,4618
"x41373908","YannLeGales","Paris",3,6131
"x769514678","ThomasBurgel","Paris",3,6468
"x37632296","silverebl","Paris",3,7377
"x268962504","fredhermelin","Paris",3,7424
"x432758267","MarieBurnier","Paris",6,8366
"x485778936","Figaro_Live","Paris",3,8442
"x301356662","canalbernard","Paris",3,9457
"x76882393","fatadecaro","Paris",3,10456
"x612345431","pjacquemain","Paris",3,14825
"x241067840","nicolasbarre_","Paris",3,15577
"x55825922","LisePressac","Paris",3,20747
"x325434469","MSNFrance","Paris",3,26920
"x17107316","ivancouronne","Paris",3,27418
"x5698002","GillesKLEIN","Paris",6,30976
"x429754596","demontvalon1","Paris",3,43760
"x861574608","Sciences_Avenir","Paris",9,152231
"x8460572","LePoint","Paris",3,875257
"x13353862","LEXPRESS","Paris",6,1398553
"x21313364","lobs","Paris",12,1434992
"x1095733781279977473","JacquesColignon","PARIS",15,5132
"x521716437","Jean_IMBERT","PARIS",6,167
"x1228032638180642821","AnoNyme38373961","PARIS",3,613
"x396790309","GuillaumeDeKas","Paris- Etats-Unis (NYC)",3,4261
"x499155772","huguesarnmayer","Paris- Rouen- Riom",4,360
"x1542969877","JLMMOREAU","Paris-Monde-Thailande",4,878
"x610372620","JeanLouisSAPALY","Paris - 9ème arrondissement",27,6617
"x1427274146","CmpInsights","Paris - Amiens - Rome",6,612
"x2330677844","D_cence","Paris - France",3,459
"x226560913","sortirapariscom","Paris - Ile-de-France",9,23928
"x198498256","nausikaa63","Paris - Nantes",4,60
"x377262285","ThomasPaga","Paris - Rennes France",3,1059
"x759645012","TheoManeval","Paris - Saint-Etienne",4,3088
"x75509930","TLequertier","Paris (France)",10,7962
"x35287180","morandiniblog","Paris (France)",10,663406
"x2308180013","otecam92","Paris , Caen, Nantes",18,833
"x438377094","f_to_k","Paris / Banlieue / @f_to_140k",3,493
"x486495400","EURACTIV_FR","Paris / Bruxelles",9,10067
"x41093168","arnaud_thurudev","Paris / Charente",6,19902
"x432666775","_omlt_","Paris / Dublin <U+0001F340>",4,785
"x813411450","Nanoandro","Paris / Libreville / Owendo",9,710
"x351620146","VincentGranier","Paris / Rouen",4,8291
"x2358596299","KingLion001","Paris / Toulouse",4,12
"x1731311","vincentglad","Paris | Berlin",11,148647
"x273932489","VeilleNanos","Paris + Lyon + France",3,1607
"x450504583","gbullier","Paris <U+0001F1EA><U+0001F1FA>",3,962
"x2587616352","PremiereEdition","Paris 15",3,19236
"x92739201","GARREAU75","PARIS 15",3,15942
"x3718036817","abd9l","Paris 16ème",3,851
"x449524281","etienneliebig","paris et 93",8,22642
"x568416727","derkoos005","Paris et oran !",3,23
"x1091722643143909385","CamilleSweet18","Paris et un peu  Rouen",3,1515
"x326089779","eatinParis","Paris France",3,293
"x401783177","ASzulman","Paris France",3,642
"x2858639967","PCFParis18","Paris XVIII",3,947
"x92977824","azoi75","Paris, Deauville, TLV",3,1501
"x871451884334321669","Pmbat64","Paris, Doubs, Landes, Corse...",6,154
"x1289329628633497600","MisterKinParis","Paris, France",8,35
"x362968592","socarre","Paris, France",27,172
"x324096530","plasmarmuse","Paris, France",8,1463
"x2243413191","PeleGerard","Paris, France",7,107
"x431539425","DICKENSDAVID1","Paris, France",7,12999
"x1033745532630519810","GilbertDeray","Paris, France",16,16870
"x1129415298732515329","SbastienRoch3","Paris, France",27,13
"x1343547225604038656","FleurSauvageDe","Paris, France",10,26
"x941621124395360256","NTM_LAFI","Paris, France",6,159
"x300813373","jm_bleu_corse","Paris, France",26,407
"x200991476","Gerard_Clech","Paris, France",6,508
"x95309914","DrPEB","Paris, France",6,998
"x160182579","vladogb","Paris, France",6,3256
"x148034143","nicolasberrod","Paris, France",12,16442
"x340854938","_Money_87","Paris, France",5,8
"x1294302572061368321","Cinqscories","Paris, France",8,141
"x179517137","nmrtessier","Paris, France",5,238
"x79267457","Valentin_Rtet","Paris, France",5,471
"x1033137613","OumNajm","Paris, France",5,487
"x310115625","MartineCarret","Paris, France",5,754
"x155319904","CecileLoial","Paris, France",15,912
"x49304440","rencontrejfm","Paris, France",11,1042
"x1021473165556559873","DelatourRegis","Paris, France",5,1372
"x422488764","ungazetier","Paris, France",5,1505
"x201751126","LeilaMarchand","Paris, France",5,4533
"x18973355","MichelReuters","Paris, France",5,7254
"x2399936364","P_TARISSI","Paris, France",8,12040
"x25048816","France24_fr","Paris, France",5,3670857
"x1089836128964886528","Framboi89230963","Paris, France",4,0
"x1314569319112679424","Hich_Agha","Paris, France",4,0
"x1367763085335924740","lacouz56121","Paris, France",4,0
"x1006255829266427906","AurelienOxy","Paris, France",4,1
"x950508534","bonin6","Paris, France",4,8
"x1343603967465562113","DrindrinY","Paris, France",4,17
"x836375708","Donald_Q_Picsou","Paris, France",4,36
"x1105022960","Xyz_Apologia","Paris, France",4,40
"x107021600","Plasmamate","Paris, France",4,58
"x1275529234635796482","BrouageDe","Paris, France",4,60
"x737707715561132032","politouit","Paris, France",19,77
"x786523704016588801","Senadu_","Paris, France",4,94
"x452392404","Menpenti13","Paris, France",4,103
"x940588684558073856","Nanotech_BB","Paris, France",4,139
"x1242078506730827779","AlgorithmesC","Paris, France",4,148
"x25147787","Cqoicebordel","Paris, France",4,162
"x984015205687611393","LAPPEL_asso","Paris, France",4,162
"x1312897552329723904","Glazzix","Paris, France",4,196
"x1064939693740097536","VIgoumenitsa","Paris, France",4,238
"x750079071107899392","FrankDelvau","Paris, France",4,286
"x879730056955932673","Ronin_Pra","Paris, France",4,288
"x286774066","Toad_h","Paris, France",4,421
"x1146764445055619073","IPM_Pharma","Paris, France",4,535
"x52184617","EPorteneuve","Paris, France",8,595
"x2158966691","zdjahnt","Paris, France",4,597
"x366544687","Edouard_Morena","Paris, France",4,620
"x2887031367","Monstro850","Paris, France",4,919
"x463727356","Sofiane__Soso","Paris, France",4,971
"x168168878","Sophie_Pons","Paris, France",4,1944
"x3104722696","AlvexoFR","Paris, France",4,2139
"x307483180","Florent_Boutet","Paris, France",4,2182
"x47914569","bertrandlemaire","Paris, France",4,2928
"x100697773","tpierrain","Paris, France",4,3339
"x790958443192549376","MartinGenier","Paris, France",4,3556
"x33520863","_GaLaK_","Paris, France",4,3603
"x237673054","Pfizer_France","Paris, France",10,10029
"x1161114194755952640","DocteurGonzo4","Paris, France",4,10415
"x1274749606669299713","LacombeKarine1","Paris, France",4,14084
"x2826292747","MarcGozlan","Paris, France",10,14717
"x428339569","mompontet","Paris, France",4,31208
"x1271852322","Limportant_fr","Paris, France",19,191693
"x85362553","LCP","Paris, France",4,576314
"x32861321","RFI","Paris, France",7,2794938
"x223530574","XOstWaldX","Paris, France",3,10
"x737662962987585536","Herrmann21C","Paris, France",3,10
"x799346850948149249","thomas_fanous","Paris, France",3,15
"x1026159791574593537","Dany7517","Paris, France",3,21
"x910640549354491907","ChuckyVi","Paris, France",3,68
"x1244975086102331403","PrXavierGirerd","Paris, France",6,95
"x3037452003","kkktiminie","Paris, France",3,87
"x715008406717874177","videokizomba","Paris, France",3,95
"x241589204","RefaatTwitte","Paris, France",3,97
"x900714182684930049","marvdeparis","Paris, France",3,138
"x1738349443","fathom75","Paris, France",3,144
"x827270882812796928","LeGarSur3111","Paris, France",3,153
"x32677073","hokkos","Paris, France",3,160
"x1268497438685487104","Romanzissimo","Paris, France",3,171
"x762553367809830912","shoko_koyama","Paris, France",3,181
"x1120619785228828672","etiennebdn","Paris, France",3,196
"x571881176","ronfleix","Paris, France",3,216
"x1111254887491346434","anon_v_psy","Paris, France",3,219
"x472180197","MouslimAli","Paris, France",3,257
"x1145326813998198786","dorianlmre","Paris, France",3,278
"x738639315195039744","vtcanonyme","Paris, France",3,287
"x17421829","ab_fab","Paris, France",3,290
"x1173562589395206146","GitSquared","Paris, France",3,309
"x3064894126","solognotes","Paris, France",3,332
"x1251590322708234242","stopcirconcire","Paris, France",3,340
"x476272237","ManuelBroyer","Paris, France",3,467
"x828299527358660608","Eric0007","Paris, France",9,488
"x1033786116120489985","parealain75","Paris, France",3,546
"x44402049","theolong","Paris, France",3,616
"x854485232","zebralefanzine","Paris, France",3,626
"x579646570","PaulineGraziani","Paris, France",3,633
"x1111349760466788352","DANTESEdmond5","Paris, France",3,672
"x736487151714590720","LeCoyote50","Paris, France",3,729
"x2157356046","MissGif1","Paris, France",3,903
"x299778881","AgatheLandais","Paris, France",3,1050
"x2885986001","Aboboudial","Paris, France",3,1422
"x718409564333424640","G5Sante","Paris, France",3,1642
"x1203799452089307136","jmbiscarat","Paris, France",3,1653
"x539332894","eric_serge","Paris, France",3,1769
"x57401107","kboullier","Paris, France",3,1837
"x753375846","OLecointe","Paris, France",3,1904
"x1073264136778383360","TaiwanEnFrance","Paris, France",3,2105
"x1152980234867810305","Dr_Moustou","Paris, France",3,2329
"x817783515341320193","maxime7807","Paris, France",3,2609
"x2422762861","netguide","Paris, France",3,3195
"x840646733055029250","JouanAnne1","Paris, France",3,3610
"x1020561428","ValerieFaudon","Paris, France",3,4116
"x1218419161","AlisonDlm","Paris, France",3,4168
"x302113354","ccrouzel","Paris, France",3,4342
"x500534905","fredericbizard","Paris, France",3,4441
"x2414119555","F24ActuFrance","Paris, France",3,4587
"x837182934683627525","Mazagan_Ft","Paris, France",6,4923
"x160203159","evedx","Paris, France",3,9003
"x3707794701","JL7508","Paris, France",3,11492
"x98904494","leblob_","Paris, France",3,14200
"x992653747","FerghaneA","Paris, France",3,16116
"x784636611183214592","FranceNews24","Paris, France",9,17423
"x1457314789","UPR_Officiel","Paris, France",3,20163
"x1321840819960250369","holdup_ledoc","Paris, France",6,22745
"x2882684049","HistoireBreve","Paris, France",3,24083
"x310157882","VenturaAlba","Paris, France",3,45603
"x286840245","veroniquegenest","Paris, France",3,48225
"x1611074784","CorentinSellin","Paris, France",3,51804
"x484872080","UEFrance","Paris, France",6,71580
"x482878437","alancelin","Paris, France",3,72130
"x2329034473","tvlofficiel","Paris, France",3,88911
"x109263459","Sante_Gouv","Paris, France",3,276282
"x34570323","Europe1","Paris, France",3,1537534
"x38395124","franceinfo","Paris, France",12,1819058
"x2649991","20Minutes","Paris, France",6,2452471
"x38142665","le_Parisien","Paris, France",12,2759426
"x137643354","giuseppebaggio","Paris, FRANCE",5,594
"x123322143","FEDJF","Paris, FRANCE",4,560
"x866944650","CitaroCapacityL","Paris, France, European Union",5,6186
"x484612052","BahrainEmbFR","Paris, French Republic",4,1356
"x4326985103","Suprem_Sam","Paris, Ile-de-France",5,320
"x4803030016","ElnetFr","Paris, Ile-de-France",5,1025
"x796622352","VictorDuruy","Paris, Ile-de-France",5,2928
"x406121113","FranckPerson","Paris, Ile-de-France",4,81
"x4786040435","lecomte_steph","Paris, Ile-de-France",3,123
"x4172164353","FranckNouchi","Paris, Ile-de-France",3,6330
"x132142922","mplacementcom","Paris, Ile-de-France",3,10799
"x3343852672","lemonde_planete","Paris, Ile-de-France",3,63995
"x901837562","FabienK1","Paris, les vignes, le Monde...",5,1928
"x131913415","jyves94","Paris, Limoges. France",9,837
"x2180630834","LePatrioteRN75","Paris, Palerme.",4,10701
"x5707232","jdemay","Paris,France",25,742
"x94869025","RougeCerise","Paris. Entre autres.",3,1125
"x1103350878","LawGuichaoua","Paris/ Quimper/Angers/Montréal",3,54
"x15841369","FredPanchaud","Paris; France",3,28461
"x2726490164","MNoel75","Paris75",3,820
"x842648383491919872","LPeyrebrune","Parler @Peyrebruneluc GAB@LPey",6,442
"x1309164690333892613","JFupont","Parmi vous",3,426
"x1323296406896082946","El_Dick_TatoR","Partout",4,57
"x2837226736","Lesjoursfr","Partout",6,53954
"x85334007","tvanouvelles","Partout au Québec",15,409144
"x534288645","RodrigueOssi","Partout dans le monde",3,946
"x1106128394318684160","LDF52713324","pas de loin de chez Silvano",3,6
"x1311318777204621312","ent_qu","pas en France",3,49
"x1325118006960250885","AtomIDE7","Pas Loin",4,7
"x1114503678612865024","JPA411","Pas loin de Chambord",5,34
"x42180826","liberta33","Pas loin de là-bas.",14,107
"x351706371","Eve_Nell","Pau 64000",3,351
"x411347488","HHaissamaGouled","Pau, France",3,26
"x918620725715628032","Poliomyelite","Pauli Aux Mille Élites",3,187
"x920341180046561281","chistera6464","pays basque",5,18
"x15723568","Vibrationradio","Pays de la Loire, Centre-Val de Loire, Bourgogne-Franche-Comte´, Auvergne-Rho^ne-Alpes.",6,3511
"x15658127","forumradio","Pays de la Loire, Centre-Val de Loire, Nouvelle-Aquitaine (Vienne, Charente, Charente-Maritime, Haute- Vienne, Deux-Se`vres)",6,601
"x89507852","LaTarzanne","Pays de la Loire, France",3,3232
"x391671501","MarcFanlac","Périgord Noir 24",8,4166
"x831928332388270080","AlexHafeez","Planète terre",5,1
"x1262532127771496449","hzr80","Planète terre",6,648
"x1854067363","Hidonac","Planète Terre",5,479
"x1231878058484871168","ChienOaz","planète terre<U+0001F30E> <U+0001F1F2><U+0001F1EB><U+2665><U+FE0F><U+0001F1F2><U+0001F1EB>",4,300
"x147318859","RonanLoas","Ploemeur, France",3,11788
"x3289128696","QuentinFrigo","Poitiers",12,34
"x2455588250","Vialaxy","Poitiers, France",12,161
"x20714500","emylwaukee","Poitiers, France",4,1238
"x1077482115313348608","T_Bertinoff","Poitou-Charentes, France",3,391
"x996378340331261952","ovnikepleretori","pôle nord",4,1143
"x1560664110","i24NEWS_FR","Port de Jaffa, Israel",16,55510
"x2580188462","conspjustice","Porto-Vecchio",3,11764
"x222126484","BenhammouCom","Portugal",4,1282
"x1251501698763444224","Mercilou_marine","poulet au four avec Hitler",4,47
"x4416538036","Olive_Free","près Haut Brion & Pape Clément",3,1640
"x262267551","ladevita12","Principal Street, Canada",9,54547
"x1224465145142960133","alexdr_11","Progressistan",10,235
"x215210215","Miligor25","Provence",3,2582
"x230013676","lnd1000","Provence-Alpes-Côte d'Azur",9,252
"x788365538565259264","nanobourse","Provence-Alpes-Côte d'Azur",5,478
"x709721583221350400","Gillet2Jean","Provence-Alpes-Côte d'Azur",5,776
"x780775449211248643","zepatch_zep","Provence-Alpes-Côte d'Azur",3,230
"x403328789","kte06kte","Provence-Alpes-Côte d'Azur",3,1424
"x115662303","actualites_nrv","Provence-Alpes-Côte d'Azur",3,14633
"x1351482336978870273","Apache61784804","Provence-Alpes-Côte d'Azur, Fr",5,16
"x1220428857179869185","sophie_maze","Provence-Alpes-Côte d'Azur, Fr",13,95
"x493093626","LesbrosMarielle","Provence-Alpes-Côte d'Azur, Fr",4,312
"x2367408757","brazil1383","Provence-Alpes-Côte d'Azur, Fr",3,324
"x589146790","isa_picard","Province Québec",10,817
"x905678545","Woodynist","pubmed",8,78
"x775277521097097216","EricCambolieu","Puteaux, France",11,210
"x47929822","chantal63","Puy-de-Dôme",6,1647
"x241624827","lotfimenzel","Pyrénées-Atlantiques, Aquitain",16,257
"x139914670","takecare5","Quebec",3,319
"x374402411","AileaStick","Québec",4,2211
"x32727324","whilbur","Québec",3,434
"x420318827","Radar_Science","Québec",3,1318
"x138057893","FrancoisDucharm","Québec",6,1740
"x186524353","AMUQmd","Québec",3,2097
"x425455967","fernet_g","Québec",6,2475
"x55890900","EveCatherine_","Québec",3,5249
"x412597196","plaroch","QUÉBEC",6,2870
"x1244372887","velomarc","quebec city centre ville de  charlesbourg",6,3613
"x487886430","FrankM009","Québec, Canada",6,186
"x2983481867","norcaproor","Québec, Canada",5,32
"x1223395104775426049","Cyntia_fiz","Québec, Canada",5,42
"x102058944","edithhammond","Québec, Canada",10,3320
"x292698036","sushis911","Québec, Canada",4,146
"x1053306226812088320","RondeauL","Québec, Canada",7,1256
"x612234215","JeanMarcSoboth","Québec, Canada",7,2426
"x164258991","yp_mtl","Québec, Canada",10,5502
"x80373632","cyblesoleil","Québec, Canada",13,101011
"x1247625253515407361","MaverickinWond1","Québec, Canada",3,1078
"x1277651554342969345","StephAn43277540","Québec, Canada",3,1085
"x189220111","p_abolduc","Québec, Canada",3,1346
"x183038456","Eric_Montigny","Québec, Canada",3,1747
"x16555897","haldol","Québec, Canada",3,3481
"x2752784274","LTSmash420","Québec, Canada",6,6026
"x1175784716","morininfo","Québec, Canada",3,11666
"x2848993491","jyduclos","Québec, Canada",3,18182
"x31016461","JdeQuebec","Québec, Canada",6,194748
"x86447086","i0livier","Québec, QC",7,2496
"x273735213","DanbQc","Québec, Qc Canada",7,1759
"x4834905915","laringonion","québec,Québec.",3,567
"x1358098530473279490","JusteSaintlouis","Quelque part dans la neige.",4,586
"x1181892854769213440","DandevilleSerge","Quelque part en macronie",8,1503
"x448075264","glemaitre3","Quelquepart, souvent en l'air",8,3011
"x1177669135897186304","PedronoSandrine","Quimper, France",3,212
"x116871537","eyeonthearctic","Radio Canada International",3,7035
"x1077251646953013248","FFranouche","Vers la pologne",21,2981
"x20223357","davepenny47","Razac-d'Eymet, France",3,761
"x764949536229978112","radiant_bleu","RBMK Lenine VI, Prypiat",3,130
"x363230734","ISlovan","Recteur de Laniakea",3,444
"x2184002018","lunace2pama","région centre",3,7313
"x1303356606852345857","Michel11635407","région paca",36,216
"x2889577162","HeleneHmg13","Région PACA",12,444
"x532295885","emicfdnicolas","Région parisienne",4,1280
